3.0+/-0.075 
3.0+/-0.075 
2.9444444444444446+/-0.07361111111111111
2.9583333333333335+/-0.07395833333333333
2.966666666666667+/-0.07416666666666667
2.9722222222222223+/-0.07430555555555556
2.9761904761904763+/-0.0744047619047619 
3.0+/-0.075
2.9814814814814814+/-0.07453703703703704
2.9827586206896552+/-0.07456896551724139]
